Timestamp,Wind speed (m/s),Wind direction (°),Nacelle position (°),Energy Export (kWh),Power (kW),Rotor current (A),Rotor speed (RPM),Generator RPM (RPM),"Generator RPM, Max (RPM)","Generator RPM, Min (RPM)","Generator RPM, Standard deviation (RPM)","Rotor speed, Max (RPM)","Rotor speed, Min (RPM)","Rotor speed, Standard deviation (RPM)",Blade angle (pitch position) (°),"Blade angle (pitch position), Max (°)","Blade angle (pitch position), Min (°)","Blade angle (pitch position), Standard deviation (°)",Grease left generator bearing,Grease left shaft bearing,direccion (grados),presion (hPa),Xpos,Ypos,Zpos,Turbine
2018-01-01 09:30:00,5.39499998092651,323.425811767578,326.152984619141,106.0,387.494995117187,188.455001831055,10.664999961853,1137.78002929688,1377.80004882813,1047.0,101.390777587891,12.8999996185303,9.80000019073486,0.949355006217956,0.47498169541359,2.20000004768372,-0.899999976158142,0.913714945316315,0.0,0.0,138.938034057617,996.710510253906,529117,6281142,174,WTG-1
2018-01-01 09:40:00,5.14499998092651,329.523864746094,328.973663330078,52.0,340.894989013672,186.410003662109,10.539999961853,1124.92993164063,1394.69995117188,1047.0,121.764106750488,13.1000003814697,9.80000019073486,1.15689241886139,0.809980750083923,2.90000009536743,-0.699999988079071,1.03435969352722,0.0,0.0,130.169494628906,996.204772949219,529117,6281142,174,WTG-1
2018-01-01 09:50:00,5.47499990463257,323.197967529297,319.448425292969,64.0,427.829986572266,197.360000610352,10.9049997329712,1163.01000976563,1416.30004882813,1046.69995117188,106.594604492188,13.3000001907349,9.80000019073486,0.998236060142517,0.314946681261063,2.90000009536743,-0.899999976158142,0.96398913860321,0.0,0.0,122.231712341309,996.22998046875,529117,6281142,174,WTG-1
2018-01-01 10:00:00,5.94500017166138,316.784912109375,319.0,68.0,475.105010986328,210.774993896484,11.3000001907349,1203.40002441406,1417.59997558594,1047.30004882813,122.588386535645,13.3000001907349,9.80000019073486,1.14280366897583,0.179996699094772,1.29999995231628,-0.600000023841858,0.51923018693924,0.0,0.0,126.89826965332,996.310485839844,529117,6281142,174,WTG-1
2018-01-01 10:10:00,5.19999980926514,313.278686523437,316.631652832031,80.0,311.389465332031,174.626312255859,10.247368812561,1093.15258789063,1205.09997558594,1045.40002441406,55.1876640319824,11.3000001907349,9.80000019073486,0.526526212692261,0.342087000608444,2.29999995231628,-0.699999988079071,0.803489625453949,0.0,0.0,117.934730529785,996.5,529117,6281142,174,WTG-1
2018-01-01 10:20:00,4.40999984741211,310.791320800781,309.401092529297,46.0,183.975006103516,166.81999206543,9.85999965667725,1051.09497070313,1070.69995117188,1046.90002441406,4.63706302642822,10.0,9.80000019073486,0.05830929800868,1.56000638008118,2.90000009536743,-0.300000011920929,0.883402526378632,0.0,0.0,107.606170654297,996.710021972656,529117,6281142,174,WTG-1
2018-01-01 10:30:00,4.21000003814697,311.883880615234,312.339324951172,24.0,144.190002441406,173.559997558594,9.84000015258789,1050.04504394531,1053.80004882813,1047.09997558594,1.67765057086945,9.89999961853027,9.80000019073486,0.0489895157516,1.80500245094299,2.79999995231628,0.800000011920929,0.590317726135254,0.0,0.0,106.973838806152,996.773681640625,529117,6281142,174,WTG-1
2018-01-01 10:40:00,4.05263137817383,308.576690673828,311.547149658203,24.0,126.252632141113,171.010528564453,9.85789489746094,1050.20520019531,1052.19995117188,1047.5,1.12083411216736,9.89999961853027,9.80000019073486,0.049372516572476,2.08948254585266,3.0,0.699999988079071,0.651229381561279,0.0,0.0,112.538940429688,996.776184082031,529117,6281142,174,WTG-1
2018-01-01 10:50:00,3.61500000953674,301.785858154297,300.676147460937,18.0,99.129997253418,178.449996948242,9.85999965667725,1049.84997558594,1053.09997558594,1038.90002441406,2.87636542320251,9.89999961853027,9.69999980926514,0.058309316635132,2.45000600814819,3.0,1.10000002384186,0.489387363195419,0.0,0.0,107.305389404297,996.890014648437,529117,6281142,174,WTG-1
2018-01-01 11:00:00,4.03000020980835,299.373474121094,300.012725830078,18.0,125.845001220703,170.934997558594,9.84500026702881,1050.32495117188,1054.90002441406,1047.30004882813,1.82642590999603,9.89999961853027,9.80000019073486,0.049749087542296,2.01006078720093,3.0,-0.699999988079071,0.903825223445892,0.0,0.0,113.449745178223,997.005249023438,529117,6281142,174,WTG-1
2018-01-01 11:10:00,3.70499992370605,321.763946533203,319.058013916016,26.0,105.964996337891,175.639999389648,9.84999942779541,1050.17504882813,1054.80004882813,1047.19995117188,1.49529421329498,9.89999961853027,9.80000019073486,0.049999713897705,2.42000365257263,3.09999990463257,1.20000004768372,0.474973678588867,0.0,0.0,117.481857299805,997.033325195313,529117,6281142,174,WTG-1
2018-01-01 11:20:00,3.95263147354126,315.846435546875,321.231231689453,16.0,128.378952026367,172.252624511719,9.84736824035645,1050.310546875,1053.30004882813,1047.5,1.67674267292023,9.89999961853027,9.80000019073486,0.049930416047573,2.10528993606567,3.0,0.300000011920929,0.813358008861542,0.0,0.0,120.706024169922,996.933349609375,529117,6281142,174,WTG-1
